TICKER,NAME,JUST_IND,Bloomberg Ticker,ISIN,ROIC,Beta,Risk,PE,Price to Book,Earnings per Share,Revenue Growth,Market Cap,Beat the Street,Portfolio Weight,Trailing 12 month Total Return,Dividend,ROE,WGTSCORE,RANK
DTE,DTE Energy,Utilities,DTE,US2333311072,6.433700862,0.557984114,#N/A N/A,17.30066526,1.855210199,6.32,18.59830668,18344318116,1.176470588,#N/A,-0.3251914,3.36,10.47034071,47.56,645
DUK,Duke Energy,Utilities,DUK,US26441C2044,4.29507986,0.55188334,#N/A N/A,15.7546776,1.313033096,4.36,3.614298905,54843384371,0.219298246,#N/A,-1.001189,3.49,7.559278964,37.34,877
DVA,DaVita HealthCare Partners,Health Care Providers,DVA,US23918K1088,4.603991889,0.945083439,#N/A N/A,17.65868771,2.56590728,3.52,1.579897468,11492570000,-3.879559931,#N/A,-1.036973,0,16.30839956,50.81,382
DVN,Devon Energy,Oil & Gas,DVN,US25179M1036,6.381407291,0.945891857,#N/A N/A,35.21848099,2.402529353,1.71,35.3746118,21288771600,-13.304253,#N/A,6.160697,0.24,3.28223929,55.52,136
DWDP,DowDuPont,Chemicals,DWDP,US26078J1007,#N/A N/A,1.022018194,#N/A N/A,23.73482871,1.536794189,1.18,12.18861963,1.55725E+11,4.358502149,#N/A,11.48097,#N/A N/A,#N/A N/A,55.83,125
DXC,DXC Technology,Computer Services,DXC,US23355L1061,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.314320479,-1.5,-3.543890303,29722965475,11.59107271,#N/A,31.78366,0,#N/A N/A,52.52,262
DXCM,DexCom,Health Care Equipment & Services,DXCM,US2521311074,-7.214555809,0.803935647,#N/A N/A,#N/A N/A,17.73908305,-0.58,25.3270539,7479291661,3.333333333,#N/A,19.42335,0,-25.90391763,48.25,601
EA,Electronic Arts,Household Goods & Apparel,EA,US2855121099,19.49105637,0.753493249,#N/A N/A,33.67682359,8.840708685,3.39,6.295149639,40616921098,2.948058025,#N/A,22.44823,0,19.79366675,52.53,261
EBAY,eBay,Retail,EBAY,US2786421030,-11.62835639,0.972759485,#N/A N/A,27.37335814,5.088690536,-0.95,6.548613431,38094208153,-0.149775337,#N/A,13.11984,0,13.90182774,55.6,134
ECL,Ecolab,Chemicals,ECL,US2788651006,10.97817585,0.911459267,#N/A N/A,31.2119686,5.596163755,5.21,5.211818016,42539459129,-0.149031297,#N/A,17.89956,1.52,17.6811302,57.23,87
ED,Consolidated Edison,Utilities,ED,US2091151041,7.088803454,0.513239264,#N/A N/A,18.11884215,1.513775706,4.97,-0.347826087,23705627175,0.610500611,#N/A,-0.2735074,2.76,8.957243039,51.69,313
EEFT,Euronet Worldwide,Commercial Support Services,EEFT,US2987361092,9.027986734,1.093351603,#N/A N/A,21.53697521,3.822653493,2.99,15.00075308,4315775919,0.438596491,#N/A,-1.758296,0,17.02945755,47.88,625
EFX,Equifax,Consumer & Diversified Finance,EFX,US2944291051,10.37709832,0.891842186,#N/A N/A,26.44381384,4.214743153,4.89,6.909599669,13800233916,0.793516799,#N/A,-14.54145,1.56,18.43561004,49.69,483
EGN,Energen,Oil & Gas,EGN,US29265N1081,10.43510815,0.984147727,#N/A N/A,42.00756507,1.87681582,3.16,60.87366056,6678797983,38.63216266,#N/A,28.4911,0,2.142015918,47.08,677
EIX,Edison International,Utilities,EIX,US2810201077,3.097579599,0.642668605,#N/A N/A,14.60699397,1.712765236,1.73,3.799814643,20032502001,4.311543811,#N/A,-19.6119,2.2325,12.62748438,50.56,402
EL,Estee Lauder,Personal Products,EL,US5184391044,14.64842076,0.755359828,#N/A N/A,31.50875339,10.80072622,3.4,4.990232641,50845900479,2.118893467,#N/A,49.11555,1.32,33.93787762,57.53,84
EMN,Eastman Chemical,Chemicals,EMN,US2774321002,12.0026268,1.105409741,#N/A N/A,14.89537195,2.782772117,9.56,6.005772647,15449351925,7.82091244,#N/A,40.7007,2.09,26.38730906,60.06,33
EMR,Emerson Electric,Industrial Goods,EMR,US2910111044,14.5977524,1.150274396,#N/A N/A,21.81115816,5.341127938,2.35,5.109489051,45253071844,0.763358779,#N/A,25.53965,1.92,22.48901778,52.67,252
ENDP,Endo International,Pharmaceuticals & Biotech,ENDP,IE00BJ3V9050,-12.69943554,1.810613632,#N/A N/A,9.063953291,#N/A N/A,-9.12,-13.50072339,1348340173,4.632152589,#N/A,-53.68947,0,17.01730451,34.74,880
ENR,Energizer Holdings,Personal Products,ENR,US29272W1099,13.38308295,0.814211249,#N/A N/A,19.31813356,74.42734601,3.27,7.434830498,3326902266,1.915184679,#N/A,5.267148,1.1,#N/A N/A,45.82,745
EOG,EOG Resources,Oil & Gas,EOG,US26875P1012,12.74566685,0.813743591,#N/A N/A,52.68215748,4.092434925,4.49,49.95840305,68925011181,14.5194274,#N/A,26.75957,0.67,5.971602698,51.66,317
EPC,Edgewell Personal Care,Personal Products,EPC,US28035Q1022,0.361369861,1.165323496,#N/A N/A,12.21286239,1.349627331,0.1,-2.692633362,2336529114,-0.050352467,#N/A,-41.43998,0,12.36314071,45.57,756
EPR,EPR Properties,Real Estate,EPR,US26884U1097,6.145688724,0.68982321,#N/A N/A,20.92661119,1.788509497,3.29,16.77655188,4479300091,-14.81910275,#N/A,-8.703037,4.08,10.9937484,49.47,510
EQIX,Equinix,Real Estate,EQIX,US29444U7000,4.190174514,0.595930874,#N/A N/A,92.66506989,4.410220191,3.03,20.94245027,31491498777,12.95487627,#N/A,-4.975034,8,6.407354375,54.48,177
EQT,EQT Corp,Oil & Gas,EQT,US26884L1098,1.779592756,1.237031698,#N/A N/A,31.65798606,1.158947359,8.05,37.96916752,13603803624,60.83150985,#N/A,-10.0028,0.12,3.481131442,49.19,530
ERIE,Erie Indemnity,Insurance,ERIE,US29530P1021,-846.0976236,0.728454232,#N/A N/A,26.8039462,6.260007669,4.265029,5.958984888,5953724370,41.28205128,#N/A,1.142063,3.1875,24.34768567,52.29,272
ES,Eversource Energy,Utilities,ES,US30040W1080,5.08825207,0.690605104,#N/A N/A,18.41719804,1.636180132,3.11,1.476909213,18325506277,-0.51232789,#N/A,0.603828,1.9,8.816648275,54.1,190
ESRX,Express Scripts,Health Care Providers,ESRX,US30219G1085,15.50537789,1.104713917,#N/A N/A,12.26135285,2.163348262,7.79,-0.222261,39910277050,0.995732575,#N/A,16.43724,0,14.36024653,46.7,695
ETFC,E*TRADE Financial,Capital Markets,ETFC,US2692464017,5.295355552,1.36240685,#N/A N/A,20.79951907,2.744621351,2.16,21.0266535,16929812130,-0.215610177,#N/A,81.83107,0,7.856854411,48.8,564
ETN,Eaton,Industrial Goods,ETN,IE00B8KQN827,9.786611929,1.104412079,#N/A N/A,15.16599816,1.927990689,6.71,3.327087659,33282903000,1.021073213,#N/A,2.002913,2.4,13.37496852,54.19,186
ETR,Entergy,Utilities,ETR,US29364G1031,1.80879482,0.581751287,#N/A N/A,10.85992308,1.791002405,2.29,2.109934448,14285066296,4.453793704,#N/A,9.176971,3.44,12.80196123,47.02,681
EV,Eaton Vance,Capital Markets,EV,US2782651036,18.2200642,1.285910606,#N/A N/A,21.45977677,6.255624293,2.54,13.86220455,6878923880,-2.143145977,#N/A,29.58444,1.15,37.50599606,54.25,183
EVHC,Envision Healthcare,Health Care Providers,EVHC,US29414D1000,4.86554643,0.527469933,#N/A N/A,27.24983973,0.802298365,-1.96,123.542697,5202670800,2.919708029,#N/A,-24.17932,0,5.830067952,43.6,819
EW,Edwards Lifesciences,Health Care Equipment & Services,EW,US28176E1082,13.64544471,1.012262702,#N/A N/A,39.08414825,8.904942892,2.77,15.91254176,28913625100,0.902814657,#N/A,24.01682,0,23.06226767,60.83,24
EWBC,East West Bancorp,Banks,EWBC,US27579R1041,12.36063046,1.193812847,#N/A N/A,19.01121476,2.538255484,3.5,19.92776426,10100840068,-2.154805784,#N/A,26.86804,0.8,13.21818459,45.31,770
EXC,Exelon,Utilities,EXC,US30161N1019,6.632920728,0.570228696,#N/A N/A,14.69219946,1.295349203,3.98,6.922831633,39159169173,-2.034664657,#N/A,24.34601,1.31,8.791649472,50.92,378
EXEL,Exelixis Inc,Pharmaceuticals & Biotech,EXEL,US30161Q1040,56.53284174,1.501671672,#N/A N/A,23.06418414,8.405584973,0.52,136.337188,5630813063,3.469387755,#N/A,-14.21302,0,#N/A N/A,49.2,529
EXP,Eagle Materials,Building Materials & Packaging,EXP,US26969P1084,13.44364543,1.068512678,#N/A N/A,22.92335263,3.622730352,4.14,5.922909824,5130913511,1.411145659,#N/A,4.97514,0.4,16.46235711,42.18,845
EXPD,Expeditors International,Transportation,EXPD,US3021301094,25.97936255,0.970107794,#N/A N/A,26.27294558,6.302308097,2.73,13.4946869,12501854829,3.248646397,#N/A,36.62737,0.84,21.90808959,48.94,554
EXPE,Expedia,Restaurants & Leisure,EXPE,US30212P3038,4.376017365,1.191681862,#N/A N/A,59.82682877,4.108691477,2.49,14.66086074,17186663463,-6.865930258,#N/A,-17.38696,1.16,12.02472102,54.64,170
EXR,Extra Space Storage,Real Estate,EXR,US30225T1025,7.971546637,0.73412019,#N/A N/A,33.48247748,5.109180542,3.79,11.40607435,11978488821,-2.306002928,#N/A,34.93442,3.12,12.66102709,49.9,468
F,Ford Motor,Automobiles & Parts,F,US3453708600,1.425381045,1.048118949,#N/A N/A,6.800528992,1.228329153,1.91,3.277997365,44711977101,0,#N/A,8.247278,0.65,33.09915939,56.34,109
FAF,First American Financial,Insurance,FAF,US31847R1023,12.33095171,0.936133623,#N/A N/A,18.6402213,1.717110342,3.79,3.524433781,5959278269,-23.6047836,#N/A,30.66878,1.44,9.702589528,45.39,767
FANG,Diamondback Energy,Oil & Gas,FANG,US25278X1090,9.681092406,0.962553918,#N/A N/A,22.3486463,2.44294554,4.95,129.3915773,12892455482,2.836195254,#N/A,27.70073,0,7.508739218,50.7,392
FAST,Fastenal,Commercial Support Services,FAST,US3119001044,24.75071384,1.052281976,#N/A N/A,24.81340279,6.786872432,2.01,10.81423793,14736184704,0,#N/A,15.85413,1.28,27.12118865,48.69,572
FB,Facebook,Internet,FB,US30303M1027,24.94392039,1.113273621,#N/A N/A,27.25804063,6.93832988,5.49,47.09096172,5.37401E+11,-0.867339684,#N/A,23.47462,0,15.67705267,57.92,71
FBHS,Fortune Brands Home & Security,Building Materials & Packaging,FBHS,US34964C1062,12.55339749,1.191282749,#N/A N/A,18.13972498,3.498219074,3.08,5.986077955,8113303510,0.130039012,#N/A,-11.60995,0.74,14.55264511,52.6,256
FCX,Freeport-McMoRan,Basic Resources,FCX,US35671D8570,12.1542616,1.379942536,#N/A N/A,11.03077896,2.730266778,1.25,10.60687795,23629833516,2.362204724,#N/A,39.55341,0,10.67764084,59.02,49
FDC,First Data,Commercial Support Services,FDC,US32008D1063,9.988597775,1.116059184,#N/A N/A,20.26234699,5.471851327,1.6,4.040055249,18413088558,0.529100529,#N/A,19.6558,0,#N/A N/A,48.25,600
FDS,FactSet Research Systems,Media,FDS,US3030751057,24.67602928,1.018886566,#N/A N/A,26.17143111,12.5807801,6.55,8.347765755,7690143699,-0.530684447,#N/A,24.21209,2.12,44.06472905,53.42,218
FDX,FedEx,Transportation,FDX,US31428X1063,12.51010344,1.239084363,#N/A N/A,18.38541669,3.501181449,11.24,19.76372481,66090337147,3.274559194,#N/A,31.56352,1.6,17.81637103,56.04,122
FE,FirstEnergy,Utilities,FE,US3379321074,-4.138832056,0.606505036,#N/A N/A,12.43839906,2.195700497,-3.88,-3.742617772,16191071346,0.721784777,#N/A,23.02915,1.44,13.60337273,44.5,800
FEYE,FireEye,Software,FEYE,US31816Q1013,-17.8242211,1.165459633,#N/A N/A,#N/A N/A,5.629193529,-1.71,5.177324629,3487344933,10.11235955,#N/A,22.3569,0,-39.01812016,52.4,266
FFIV,F5 Networks,Technology Hardware,FFIV,US3156161024,35.42956388,0.710784256,#N/A N/A,24.93181622,8.627051279,6.56,4.762174479,10586269799,2.545276554,#N/A,31.62614,0,26.33818874,57.72,77
FHB,First Hawaiian,Banks,FHB,US32051X1081,8.398348195,0.962990582,#N/A N/A,16.06875429,1.565545362,1.32,4.273144971,3864549794,0.609756098,#N/A,-0.9340433,0.88,#N/A N/A,47.42,657
FHN,First Horizon National,Banks,FHN,US3205171057,3.001893378,1.252217054,#N/A N/A,13.65262041,1.484558315,0.66,8.012478564,6201138637,-0.715563506,#N/A,7.427072,0.36,8.414239945,47.52,648
FII,Federated Investors,Capital Markets,FII,US3142111034,28.30618042,1.278599262,#N/A N/A,11.06149178,3.13869532,2.87,-3.537521942,2509763575,0.467071462,#N/A,-1.642626,1,28.0899455,48.93,555
FIS,Fidelity National Information Services,Commercial Support Services,FIS,US31620M1062,8.658293984,0.936610699,#N/A N/A,39.84040939,3.297798866,4,-1.276918082,34716795726,0.317748525,#N/A,27.11393,1.16,9.652492095,48.32,594
FISV,Fiserv,Commercial Support Services,FISV,US3377381088,20.8882129,0.902094185,#N/A N/A,29.73946765,10.00870056,2.95,3.469573115,29622749875,0.708103855,#N/A,21.34172,0,27.73790297,50.2,434
FITB,Fifth Third Bancorp,Banks,FITB,US3167731005,8.344993897,1.144414544,#N/A N/A,13.57399406,1.572050958,2.88,11.9610974,23368547595,3.370786517,#N/A,41.37851,0.6,11.0426468,49.92,464
FL,Foot Locker,Retail,FL,US3448491049,10.56750754,1.157056808,#N/A N/A,10.13986393,1.993661521,2.23,0.206026268,4952596249,-3.014098201,#N/A,-44.12118,1.24,21.71822886,43.09,824
FLIR,FLIR Systems,Aerospace & Defense,FLIR,US3024451011,4.802203833,1.046370387,#N/A N/A,30.9041981,4.295407933,0.78,8.318478228,7581090351,1.129639591,#N/A,49.73782,0.6,13.4105718,49.95,461
FLO,Flowers Foods,"Food, Beverage & Tobacco",FLO,US3434981011,7.40799806,0.690781057,#N/A N/A,24.78948734,3.784053732,0.72,-0.156663615,4738908067,1.947308133,#N/A,20.93956,0.67,17.81410856,42.94,828
FLR,Fluor,Industrial Goods,FLR,US3434121022,3.726331593,1.355929732,#N/A N/A,15.92781248,2.183825011,1.37,2.544818448,6542924286,4.958145525,#N/A,-1.677032,0.84,16.78930612,61.19,21
FLS,Flowserve,Commercial Vehicles & Machinery,FLS,US34354P1057,0.388645885,1.386392951,#N/A N/A,44.30594389,3.764922304,0.02,-8.261046835,6253127216,-0.584795322,#N/A,-2.223406,0.76,19.70725027,48.96,549
FLT,FleetCor Technologies,Commercial Support Services,FLT,US3390411052,10.20636773,1.130402088,#N/A N/A,31.56067222,4.727357475,8.12,22.82181283,18380211410,1.029220395,#N/A,48.38313,0,18.59925606,46.33,718
FMC,FMC Corp,Chemicals,FMC,US3024913036,-4.75436835,0.98568058,#N/A N/A,22.16736298,3.905986649,3.99,13.37981015,11778068343,1.918014291,#N/A,19.16428,0.66,18.66607707,51.32,342
FNB,FNB Corp/PA,Banks,FNB,US3025201019,3.642691633,1.155494571,#N/A N/A,14.08724411,1.003252351,0.63,39.97290865,4342847368,3.448275862,#N/A,-4.720223,0.48,8.119131485,47.69,641
FND,Floor & Decor Holdings Inc,Building Materials & Packaging,FND,US3397501012,23.31161452,#N/A N/A,#N/A N/A,45.02238709,9.207438642,1.13,31.78730803,4507673660,2.222222222,#N/A,27.06011,0,16.73405481,43.61,818
FNF,FNF Group,Consumer & Diversified Finance,FNF,US31620R3030,7.197343185,0.795953155,#N/A N/A,18.16207938,2.063507116,2.442804,-6.764813238,10356742464,-3.486394558,#N/A,33.11752,1.02,9.847779808,49.63,492
FOX,Twenty-First Century Fox,Media,FOX,US90130A2006,13.84411017,0.996136427,#N/A N/A,23.23473103,3.671675592,1.59,4.29627461,70193567970,0.520833333,#N/A,37.46672,0.36,20.95893944,48.41,591
FRC,First Republic Bank,Banks,FRC,US33616C1009,5.116821674,1.076212883,#N/A N/A,20.91920865,2.260953531,4.44,22.57849841,15802530827,0.286280555,#N/A,6.783525,0.67,11.95008067,53.25,224
FSLR,First Solar,Semiconductors & Equipment,FSLR,US3364331070,-1.954284403,1.224330664,#N/A N/A,18.98470553,1.480256012,-1.59,1.265629287,7637227022,2.696272799,#N/A,99.34346,0,8.5434668,57.1,91
FTNT,Fortinet,Software,FTNT,US34959E1091,6.873962679,0.81838125,#N/A N/A,95.30146269,14.55677004,0.18,17.20868749,10100115155,2.161100196,#N/A,53.0828,0,6.836185062,53.32,222
FTV,Fortive,Industrial Goods,FTV,US34959J1088,16.42420577,1.012800574,#N/A N/A,25.95035389,6.434101653,3.01,6.935719679,26335508977,1.084295208,#N/A,21.26117,0.28,#N/A N/A,47.33,663
FWONK,Liberty Media Corp-Liberty Formula One,Media,FWONK,US5312298541,3.996163626,1.09606123,#N/A N/A,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,6874953076,#N/A N/A,#N/A,-13.33719,#N/A Field Not Applicable,#N/A N/A,47.06,679
G,Genpact,Commercial Support Services,G,BMG3922B1072,10.59676934,0.772153437,#N/A N/A,21.72549331,4.32927191,1.36,6.463974022,5914725579,1.186758276,#N/A,22.6148,0,18.82209973,49.43,513
GD,General Dynamics,Aerospace & Defense,GD,US3695501086,19.05192498,0.947273672,#N/A N/A,19.947063,5.09275832,9.73,1.348123425,59922038396,1.437455398,#N/A,5.564057,3.36,24.02083073,53.47,216
GDDY,GoDaddy,Internet,GDDY,US3802371076,5.007338837,1.096259475,#N/A N/A,195.0551413,21.40214069,1.25,20.78034526,11764477074,-51.49700599,#N/A,75.31822,0,#N/A N/A,53.54,214
GDI,Gardner Denver Holdings Inc,Commercial Vehicles & Machinery,GDI,US36555P1075,5.630033149,#N/A N/A,#N/A N/A,140.8813179,4.20066326,0.1,22.47890624,6614709055,-58.56269113,#N/A,66.94349,0,#N/A N/A,42.75,833
GE,General Electric,Industrial Goods,GE,US3696041033,-1.352658006,1.066469669,#N/A N/A,14.73706489,2.27303524,-0.72,0.652535363,1.27066E+11,-0.379506641,#N/A,-47.24183,0.84,9.569743909,55.92,123
GGG,Graco,Commercial Vehicles & Machinery,GGG,US3841091040,29.95700479,1.158258677,#N/A N/A,25.34124669,10.54943377,1.5,10.94198194,7671326620,-2.985074627,#N/A,25.81049,0.49,35.82862249,54.08,191
GHC,Graham Holdings,Media,GHC,US3846371041,7.185877865,0.865956545,#N/A N/A,20.86931536,1.111916667,54.24,4.430333335,3207782913,4.143459916,#N/A,-0.6638058,5.08,3.392171646,48.98,548
GILD,Gilead Sciences,Pharmaceuticals & Biotech,GILD,US3755581036,7.108246562,1.166122556,#N/A N/A,9.331448935,4.138774241,3.54,-14.09345179,85248740876,2.043172111,#N/A,0.7924278,2.08,71.87497213,52.88,239
GIS,General Mills,"Food, Beverage & Tobacco",GIS,US3703341046,15.36492383,0.960180223,#N/A N/A,14.06458222,4.223182045,2.82,-5.69518991,25399407471,0.917431193,#N/A,-21.04665,1.92,30.55200102,58.71,61
GLPI,Gaming and Leisure Properties,Real Estate,GLPI,US36467J1088,8.610220884,0.668901801,#N/A N/A,19.55188888,3.090928387,1.8,17.27149248,7470438024,-0.22172949,#N/A,5.3138,2.5,#N/A N/A,43.95,810
GLW,Corning,Technology Hardware,GLW,US2193501051,-7.489549663,1.201831698,#N/A N/A,18.91290029,1.879607018,-0.66,7.731629393,22722496362,0.350058343,#N/A,-3.963385,0.62,9.010072535,52.83,242
GM,General Motors,Automobiles & Parts,GM,US37045V1008,-2.516119446,1.090172291,#N/A N/A,5.449649313,1.516415014,-2.648464,-2.41044616,52353714992,4.548325963,#N/A,12.95673,1.52,22.06034853,58.04,70
GME,GameStop,Retail,GME,US36467W1099,2.364784487,1.174253583,#N/A N/A,4.011561882,0.602676685,0.34,7.164349028,1338360228,1.365705615,#N/A,-42.71064,1.52,17.32287563,44.05,808
GNTX,Gentex,Automobiles & Parts,GNTX,US3719011096,20.3999973,1.031251431,#N/A N/A,17.080831,3.21630697,1.42,6.906076141,6336052215,1.412872841,#N/A,17.49265,0.39,19.12000272,49.65,487
GOOG,Alphabet,Internet,GOOG,US02079K1079,8.328770026,1.289063573,#N/A N/A,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,22.80109004,7.62774E+11,-0.373047871,#N/A,17.87183,#N/A Field Not Applicable,15.44794857,65.33,8
GPC,Genuine Parts,Automobiles & Parts,GPC,US3724601055,11.00307295,1.017681837,#N/A N/A,19.0638143,3.790432161,4.19,6.317510634,13304716598,0.650759219,#N/A,0.7514231,2.7,21.23932942,50.45,410
GPK,Graphic Packaging,Building Materials & Packaging,GPK,US3886891015,8.204474017,0.98418504,#N/A N/A,20.68313239,2.55320364,0.97,2.45689956,4362595360,-3.669724771,#N/A,1.490096,0.3,20.9210579,46.88,690
GPN,Global Payments,Commercial Support Services,GPN,US37940X1028,7.618004962,1.110197902,#N/A N/A,43.75990616,4.665745045,3.03,37.16208616,18438601088,0.47607116,#N/A,31.71679,0.04,21.67909249,48.28,597
GPOR,Gulfport Energy,Oil & Gas,GPOR,US4026353049,9.650649412,1.078988433,#N/A N/A,6.130582363,0.584237309,2.42,193.2033376,1806042108,5.538922156,#N/A,-36.81653,0,5.583719088,52.45,265
GPS,Gap Inc,Retail,GPS,US3647601083,21.46690488,0.811015368,#N/A N/A,13.29830104,3.572638359,2.16,2.184841454,11241357002,1.566207879,#N/A,11.64127,0.92,35.82774101,52.76,247
GRA,WR Grace,Chemicals,GRA,US38388F1084,1.181624064,1.172278762,#N/A N/A,20.84663969,20.13807114,0.16,7.375203303,4817069727,0.354191263,#N/A,3.356165,0.84,73.30331155,35.17,879
GRMN,Garmin,Technology Hardware,GRMN,CH0114405324,14.68825308,0.908941448,#N/A N/A,18.87119872,2.800087854,3.7,2.26388155,11192558086,1.100412655,#N/A,17.01564,2.04,13.38293779,59.59,41
GS,Goldman Sachs,Capital Markets,GS,US38141G1040,0.864569453,1.293270826,#N/A N/A,11.23889959,1.273354253,9.175797,12.04391175,95711403922,4.274406332,#N/A,9.898174,2.9,11.17490761,58.46,65
GT,Goodyear Tire & Rubber,Automobiles & Parts,GT,US3825501014,6.079907287,1.261983514,#N/A N/A,8.505663896,1.301329929,1.39,1.444781633,6156407401,6.593782029,#N/A,-26.26731,0.44,#N/A N/A,45.97,738
GWR,Genesee & Wyoming,Transportation,GWR,US3715591059,9.52915256,1.222694874,#N/A N/A,25.05184939,1.303111938,8.92,10.31797223,4710568094,0.483425414,#N/A,20.64929,0,8.893365295,45.35,768
GWRE,Guidewire Software,Software,GWRE,US40171V1008,2.543857057,0.965451777,#N/A N/A,#N/A N/A,6.587631194,0.29,21.16594337,7407446664,23.82075472,#N/A,51.89251,0,4.322112335,56.44,108
GWW,WW Grainger,Commercial Support Services,GWW,US3848021040,17.1416603,1.041165709,#N/A N/A,23.10939712,9.470985606,10.07,2.837606898,16769308992,6.86311078,#N/A,62.40582,5.06,30.76106405,54.47,178
GXP,Great Plains Energy,Utilities,GXP,US3911641005,-0.708714163,0.596739292,#N/A N/A,49.66521164,1.400852393,-0.67,1.20328849,6922731959,1.162790698,#N/A,16.62294,1.1,5.795372496,42.45,839
H,Hyatt Hotels,Restaurants & Leisure,H,US4485791028,3.111497606,0.926750004,#N/A N/A,60.56019416,2.279939694,1.99,5.780085798,9462594138,3.308183401,#N/A,39.06617,0,4.153558986,48.84,559
HAIN,Hain Celestial Group,"Food, Beverage & Tobacco",HAIN,US4052171000,4.126575975,0.769022763,#N/A N/A,20.91876028,1.572919604,0.65,-1.118156606,3077444697,2.092050209,#N/A,-20.68687,0,9.883083792,45.27,772
HAL,Halliburton,Energy Equipment & Services,HAL,US4062161017,-2.88393624,0.915373385,#N/A N/A,27.62996971,5.501569165,-0.53,29.79165355,46071978285,4.991394148,#N/A,16.75905,0.72,16.47823267,48.57,581
HAS,Hasbro,Household Goods & Apparel,HAS,US4180561072,7.026991412,0.736002803,#N/A N/A,17.28391412,6.927269226,3.17,3.784197926,10880828299,10.23622047,#N/A,-12.33221,2.28,29.47707999,57.76,75
HBAN,Huntington Bancshares,Banks,HBAN,US4461501045,6.662096015,1.242170691,#N/A N/A,14.46585988,1.653511408,1.02,25.3356828,16714241801,-0.507614213,#N/A,20.76569,0.35,11.1332426,51.29,344
HBI,Hanesbrands,Household Goods & Apparel,HBI,US4103451021,-1.605458404,0.970020652,#N/A N/A,8.715875414,8.500698717,0.17,7.352295437,5999013492,-0.61791967,#N/A,-24.73618,0.6,52.9525322,53.16,226
HCA,HCA Holdings,Health Care Providers,HCA,US40412C1018,13.47611794,0.602642298,#N/A N/A,13.67009294,#N/A N/A,6.12,5.119305857,35415445888,3.779335568,#N/A,18.88434,0,#N/A N/A,53.56,213
HD,Home Depot,Retail,HD,US4370761029,32.43901986,0.982216835,#N/A N/A,25.37344846,149.3095303,7.33,6.669485702,2.16111E+11,1.22133261,#N/A,21.24911,3.56,126.7378859,46.5,709
HDS,HD Supply Holdings,Commercial Support Services,HDS,US40416M1053,8.392838064,1.182581186,#N/A N/A,23.15415493,5.044060274,5.05,6.266860344,7388158120,1.583113456,#N/A,-1.776024,0,#N/A N/A,49.9,469
HE,Hawaiian Electric Industries,Utilities,HE,US4198701009,4.958030357,0.542624533,#N/A N/A,19.99801976,1.770783091,1.52,7.349703065,3715837100,0.609756098,#N/A,8.294354,1.24,9.442052551,40.33,860
HEI,HEICO,Aerospace & Defense,HEI,US4228061093,12.37131151,0.905662596,#N/A N/A,53.26070968,7.882235107,1.768,10.79412436,8677071692,2.026221692,#N/A,56.82899,0.1216,17.40749125,47.97,618
HES,Hess Corp,Oil & Gas,HES,US42809H1077,-19.72559734,1.275736809,#N/A N/A,#N/A N/A,1.874873445,-13.12,14.78370433,18940124614,-2.764155149,#N/A,31.07857,1,-3.473539076,55.49,138
HFC,HollyFrontier,Oil & Gas,HFC,US4361061082,15.37712085,0.801348388,#N/A N/A,15.44974906,2.13789268,4.54,35.26675019,11916603495,-3.65448505,#N/A,148.6589,1.32,12.79728957,51.19,355
HGV,Hilton Grand Vacations,Restaurants & Leisure,HGV,US43283X1054,35.34113075,#N/A N/A,#N/A N/A,22.19226493,9.730566261,3.3,8.085912824,3892226431,-1.056338028,#N/A,12.00892,0,#N/A N/A,47.46,651
HHC,Howard Hughes,Real Estate,HHC,US44267D1072,2.96985003,0.742763579,#N/A N/A,145.3243288,1.844804734,4.07,6.291273955,5674218367,464.2135642,#N/A,3.850086,0,1.568664017,49.91,465
HIG,Hartford Financial,Insurance,HIG,US4165151048,-114.6242704,1.011714339,#N/A N/A,13.64827688,1.440426889,-8.61,5.38275284,18934819081,-10.72010427,#N/A,8.208201,0.94,7.044567434,56.22,112
HII,Huntington Ingalls,Aerospace & Defense,HII,US4464131063,18.41171876,1.130948782,#N/A N/A,22.76067582,5.788913996,10.48,5.277306169,9923166049,1.057188046,#N/A,14.92977,2.52,28.0191777,53.08,231
HLF,Herbalife,"Food, Beverage & Tobacco",HLF,KYG4412G1010,13.27402121,0.7788046,#N/A N/A,20.63721803,#N/A N/A,2.7,-1.352375011,9862061352,6.74280694,#N/A,54.04437,0,#N/A N/A,43.95,809
HLT,Hilton,Restaurants & Leisure,HLT,US43300A2033,16.27788048,0.9766078,#N/A N/A,37.83157657,15.00840028,3.88,23.81468437,24784394745,4.60251046,#N/A,33.89146,0.6,12.45832688,55.61,133
HOG,Harley-Davidson,Automobiles & Parts,HOG,US4128221086,5.749944759,1.11545372,#N/A N/A,11.3506213,3.436414367,3.03,-5.824004771,6858907718,0.762687005,#N/A,-25.81892,1.46,31.00088947,46.26,721
HOLX,Hologic,Health Care Equipment & Services,HOLX,US4364401012,0.42139233,0.892065227,#N/A N/A,33.05978603,4.255220558,2.7,7.981784164,10375780775,1.045296167,#N/A,-17.30853,0,9.555259481,50.35,418
